job_title,company,location,experience_required,required_skills,num_skills_required,salary_inr,posted_year,remote
UI/UX Designer,Google,Bengaluru,2-5 yrs,Figma|Prototyping|HTML/CSS|User Research|Wireframing|Adobe XD,6,974000.0,2023,Yes
Data Analyst,Razorpay,Hyderabad,5-8 yrs,Statistics|Python|SQL|Power BI|R|Tableau,6,1052000.0,2023,No
NLP Engineer,PhonePe,Mumbai,8+ yrs,Machine Learning|NLP|Transformers|Python|Spark,5,3068000.0,2022,No
Frontend Developer,Zoho,Ahmedabad,2-5 yrs,Git|TypeScript|JavaScript|Vue.js|GraphQL,5,986000.0,2023,No
Cybersecurity Analyst,IBM,Kolkata,2-5 yrs,SIEM|Python|Network Security|Penetration Testing|Linux|AWS Security|Incident Response|Forensics,8,1319000.0,2023,Yes
Data Scientist,Nykaa,Kolkata,5-8 yrs,Statistics|Machine Learning|Data Visualization|Python|Tableau|NLP|Spark,7,1719000.0,2023,No
Cloud Architect,Amazon,Chennai,2-5 yrs,Azure|GCP|AWS|Networking|Kubernetes|CI/CD|Cost Optimization|Linux,8,2446000.0,2023,No
Frontend Developer,Nykaa,Chennai,5-8 yrs,HTML/CSS|TypeScript|JavaScript|React|Vue.js,5,1360000.0,2022,Yes
Machine Learning Engineer,OLA,Pune,0-2 yrs,MLOps|Python|Machine Learning|Kubernetes|Spark|AWS,6,1615000.0,2024,No
Cloud Architect,Flipkart,Mumbai,8+ yrs,AWS|Azure|GCP|CI/CD|Linux,5,4850000.0,2024,Yes
UI/UX Designer,Nykaa,Mumbai,0-2 yrs,User Research|Prototyping|Wireframing|Figma,4,825000.0,2024,Yes
DevOps Engineer,Freshworks,Hyderabad,5-8 yrs,Docker|AWS|Kubernetes|CI/CD|GCP,5,2167000.0,2023,Yes
Full Stack Developer,Salesforce,Ahmedabad,0-2 yrs,React|JavaScript|Node.js|Git|TypeScript,5,1124000.0,2024,No
Data Analyst,TCS,Mumbai,8+ yrs,SQL|Python|Statistics|Power BI|Google Analytics|R,6,1590000.0,2024,Yes
Data Analyst,OLA,Kolkata,5-8 yrs,Python|Excel|Statistics|SQL|Data Visualization|Power BI|Google Analytics,7,1154000.0,2023,No
Frontend Developer,Amazon,Kolkata,8+ yrs,TypeScript|Git|JavaScript|HTML/CSS|Webpack,5,1867000.0,2023,Yes
Cybersecurity Analyst,OLA,Remote,2-5 yrs,Python|Penetration Testing|Linux|Network Security|SIEM,5,1242000.0,2022,Yes
Cybersecurity Analyst,Infosys,Remote,5-8 yrs,SIEM|Network Security|Python|Penetration Testing|AWS Security|Forensics,6,1805000.0,2023,Yes
Data Analyst,Adobe,Pune,8+ yrs,Python|SQL|Data Visualization|Statistics|Tableau|R,6,1609000.0,2022,Yes
DevOps Engineer,Amazon,Kolkata,0-2 yrs,CI/CD|Linux|AWS|Kubernetes|Docker|Python|Ansible,7,1039000.0,2022,No
Cybersecurity Analyst,Swiggy,Remote,0-2 yrs,Penetration Testing|Network Security|SIEM,3,887000.0,2023,Yes
Cloud Architect,Adobe,Ahmedabad,8+ yrs,Networking|Kubernetes|GCP|AWS|CI/CD|Linux,6,3291000.0,2022,Yes
NLP Engineer,Google,Delhi NCR,2-5 yrs,NLP|Transformers|Deep Learning|Python|Hugging Face,5,1781000.0,2023,No
Data Scientist,Razorpay,Mumbai,0-2 yrs,SQL|Data Visualization|Python|Machine Learning|Statistics|NLP|Spark|R,8,957000.0,2024,No
DevOps Engineer,Capgemini,Remote,8+ yrs,Linux|AWS|Kubernetes|CI/CD,4,2444000.0,2022,Yes
Product Manager,Swiggy,Chennai,0-2 yrs,Data Analysis|Roadmapping|Agile|Product Strategy|Stakeholder Management,5,1282000.0,2024,No
Cloud Architect,Google,Mumbai,8+ yrs,Kubernetes|GCP|Networking|AWS|Linux,5,4071000.0,2023,No
Machine Learning Engineer,Capgemini,Kolkata,5-8 yrs,MLOps|Machine Learning|Deep Learning|Python|GCP|Kubernetes,6,2633000.0,2022,Yes
Backend Developer,Zoho,Ahmedabad,2-5 yrs,Docker|SQL|Python|Go|Redis|Node.js,6,1440000.0,2023,No
Full Stack Developer,Razorpay,Remote,2-5 yrs,Node.js|SQL|JavaScript,3,1439000.0,2022,Yes
Product Manager,OLA,Pune,2-5 yrs,Product Strategy|Data Analysis|Stakeholder Management|Roadmapping|SQL|User Research,6,1807000.0,2022,Yes
UI/UX Designer,Meesho,Bengaluru,0-2 yrs,User Research|Figma|Prototyping|HTML/CSS|Wireframing,5,836000.0,2024,No
NLP Engineer,Zomato,Chennai,0-2 yrs,Python|NLP|Transformers|Deep Learning|Hugging Face,5,1193000.0,2023,No
Frontend Developer,Amazon,Pune,2-5 yrs,HTML/CSS|React|JavaScript|TypeScript|Next.js|Webpack|GraphQL,7,1094000.0,2023,No
Product Manager,Google,Ahmedabad,5-8 yrs,Stakeholder Management|Product Strategy|Roadmapping,3,2092000.0,2023,Yes
DevOps Engineer,PhonePe,Bengaluru,0-2 yrs,AWS|Docker|CI/CD|Kubernetes|Linux|GCP,6,1462000.0,2023,No
Full Stack Developer,TCS,Remote,0-2 yrs,Git|SQL|Docker|Node.js|JavaScript|Next.js,6,1082000.0,2024,Yes
Cybersecurity Analyst,IBM,Chennai,8+ yrs,Linux|Python|Network Security|Penetration Testing|SIEM|Compliance|Ethical Hacking|Incident Response,8,2724000.0,2023,Yes
Data Analyst,Nykaa,Chennai,5-8 yrs,SQL|Python|Data Visualization|Excel|Statistics|R,6,1267000.0,2024,Yes
NLP Engineer,Deloitte,Pune,0-2 yrs,Python|Machine Learning|Deep Learning|Transformers|NLP|GPT|Hugging Face,7,1286000.0,2022,Yes
Full Stack Developer,Wipro,Mumbai,5-8 yrs,Docker|React|JavaScript|Git|SQL|MongoDB|GraphQL|TypeScript,8,1795000.0,2023,Yes
Data Analyst,Swiggy,Mumbai,0-2 yrs,Statistics|SQL|Excel|Data Visualization|Google Analytics,5,816000.0,2024,No
Cloud Architect,Capgemini,Kolkata,8+ yrs,Terraform|Azure|Kubernetes|Cost Optimization,4,3447000.0,2024,Yes
NLP Engineer,BYJU'S,Ahmedabad,2-5 yrs,Machine Learning|Deep Learning|Python|AWS,4,1952000.0,2022,Yes
Full Stack Developer,Microsoft,Remote,5-8 yrs,Node.js|Git|Docker,3,1743000.0,2023,Yes
Data Scientist,Zomato,Kolkata,2-5 yrs,Statistics|Machine Learning|Python|AWS|R,5,1191000.0,2024,No
Data Analyst,Swiggy,Ahmedabad,0-2 yrs,Python|Statistics|Excel|Data Visualization|SQL|Power BI|Tableau,7,655000.0,2023,No
Cybersecurity Analyst,Zomato,Chennai,8+ yrs,Penetration Testing|Linux|SIEM|Incident Response|AWS Security|Forensics,6,2642000.0,2024,No
Cybersecurity Analyst,Razorpay,Bengaluru,0-2 yrs,SIEM|Network Security|Python|Penetration Testing|Linux|Forensics|AWS Security,7,1273000.0,2023,Yes
Data Analyst,Google,Pune,2-5 yrs,Python|Statistics|SQL|R,4,842000.0,2022,No
Data Scientist,Swiggy,Mumbai,5-8 yrs,Data Visualization|Statistics|Machine Learning|SQL,4,1913000.0,2024,Yes
Frontend Developer,Razorpay,Pune,2-5 yrs,HTML/CSS|TypeScript|Git|Next.js,4,958000.0,2023,Yes
Data Scientist,Wipro,Kolkata,0-2 yrs,Machine Learning|SQL|Data Visualization|Spark|R,5,1239000.0,2022,Yes
Backend Developer,Zoho,Delhi NCR,2-5 yrs,Python|SQL|Git|REST APIs|PostgreSQL|Redis|AWS,7,1103000.0,2024,Yes
Data Scientist,Meesho,Hyderabad,5-8 yrs,Statistics|SQL|Machine Learning|Deep Learning,4,2166000.0,2024,Yes
Machine Learning Engineer,Meesho,Mumbai,5-8 yrs,Docker|MLOps|Python|Kubernetes|Spark|GCP,6,2652000.0,2022,Yes
Cloud Architect,Zoho,Pune,5-8 yrs,GCP|Azure|Networking|AWS|Kubernetes|Linux|Docker|CI/CD,8,2618000.0,2024,Yes
Machine Learning Engineer,Swiggy,Delhi NCR,5-8 yrs,Deep Learning|Docker|MLOps|Machine Learning|Python|AWS|GCP,7,2582000.0,2024,No
Data Scientist,Salesforce,Bengaluru,2-5 yrs,Python|Data Visualization|Statistics|SQL|Machine Learning|Tableau|R|AWS,8,1641000.0,2024,Yes
Product Manager,Adobe,Ahmedabad,0-2 yrs,Data Analysis|Roadmapping|Stakeholder Management|Agile|Product Strategy,5,1094000.0,2024,Yes
Data Analyst,Deloitte,Delhi NCR,8+ yrs,Excel|SQL|Python|Data Visualization,4,1544000.0,2024,No
NLP Engineer,Infosys,Ahmedabad,2-5 yrs,Deep Learning|Transformers|Machine Learning|Python,4,1449000.0,2024,No
Data Analyst,Freshworks,Remote,5-8 yrs,Python|Excel|Data Visualization|SQL|Tableau,5,1212000.0,2024,Yes
Data Analyst,TCS,Delhi NCR,2-5 yrs,Excel|SQL|Data Visualization|Python|Statistics|Tableau|Power BI,7,1045000.0,2022,No
DevOps Engineer,TCS,Hyderabad,8+ yrs,Linux|CI/CD|AWS|Docker|Kubernetes|Terraform|Python|GCP,8,2720000.0,2023,Yes
DevOps Engineer,Accenture,Hyderabad,2-5 yrs,Kubernetes|Linux|Docker|CI/CD|AWS,5,1361000.0,2023,Yes
Cybersecurity Analyst,Google,Ahmedabad,0-2 yrs,SIEM|Python|Linux|Network Security,4,866000.0,2022,No
Data Scientist,Nykaa,Delhi NCR,5-8 yrs,Python|SQL|Statistics|Deep Learning|AWS|Tableau,6,2407000.0,2024,Yes
Machine Learning Engineer,BYJU'S,Bengaluru,0-2 yrs,Python|Docker|Deep Learning|MLOps|Scala|Kubernetes|AWS,7,1689000.0,2024,No
Backend Developer,BYJU'S,Kolkata,0-2 yrs,Git|Python|REST APIs|Docker|PostgreSQL|Redis|Kubernetes,7,950000.0,2022,Yes
Data Scientist,Freshworks,Delhi NCR,0-2 yrs,Data Visualization|Statistics|Machine Learning|SQL|Python|AWS,6,1198000.0,2022,Yes
Data Scientist,Wipro,Kolkata,2-5 yrs,Statistics|Machine Learning|Python|SQL|Data Visualization|Tableau|Spark,7,1333000.0,2022,Yes
Data Scientist,Nykaa,Remote,2-5 yrs,Statistics|Machine Learning|Python|AWS|NLP|Deep Learning,6,1357000.0,2024,Yes
Cloud Architect,Zoho,Chennai,8+ yrs,Terraform|GCP|Kubernetes|Azure|AWS|Docker|Cost Optimization,7,4453000.0,2022,No
Backend Developer,Salesforce,Delhi NCR,0-2 yrs,Docker|REST APIs|Python|Git|SQL|AWS,6,963000.0,2022,No
Data Scientist,Deloitte,Bengaluru,0-2 yrs,Machine Learning|Statistics|Data Visualization|Python|SQL,5,957000.0,2022,No
Machine Learning Engineer,TCS,Mumbai,2-5 yrs,Machine Learning|Docker|Python|Deep Learning|GCP,5,2213000.0,2024,Yes
DevOps Engineer,Accenture,Delhi NCR,0-2 yrs,Kubernetes|CI/CD|AWS|Docker|Azure|Monitoring|GCP,7,1376000.0,2022,Yes
Backend Developer,Meesho,Kolkata,2-5 yrs,SQL|Docker|Git|Python|REST APIs|Redis|AWS,7,1099000.0,2024,No
Machine Learning Engineer,Infosys,Bengaluru,5-8 yrs,Machine Learning|MLOps|Python|Deep Learning|Docker|Scala|Kubernetes,7,2404000.0,2024,No
Cloud Architect,Razorpay,Chennai,8+ yrs,Terraform|Kubernetes|Networking|Azure|GCP|Linux|Cost Optimization,7,4132000.0,2024,Yes
Backend Developer,Paytm,Ahmedabad,2-5 yrs,REST APIs|SQL|Git|PostgreSQL|Redis|Go,6,1413000.0,2023,No
Product Manager,Zomato,Hyderabad,0-2 yrs,Stakeholder Management|Data Analysis|Product Strategy|Roadmapping|User Research|A/B Testing|Jira,7,1209000.0,2023,No
Full Stack Developer,Accenture,Pune,8+ yrs,React|SQL|Git|Docker,4,2542000.0,2023,Yes
Frontend Developer,TCS,Delhi NCR,0-2 yrs,JavaScript|HTML/CSS|Git,3,931000.0,2024,No
Frontend Developer,Capgemini,Pune,5-8 yrs,Git|HTML/CSS|JavaScript|Figma,4,1409000.0,2023,No
DevOps Engineer,OLA,Remote,0-2 yrs,Kubernetes|AWS|CI/CD|Monitoring|Ansible|GCP,6,1048000.0,2024,Yes
Product Manager,Capgemini,Ahmedabad,8+ yrs,Data Analysis|Agile|Roadmapping|Stakeholder Management,4,2585000.0,2023,Yes
Full Stack Developer,Freshworks,Mumbai,2-5 yrs,SQL|Node.js|Docker|JavaScript,4,1505000.0,2023,No
Full Stack Developer,Freshworks,Bengaluru,0-2 yrs,Node.js|Docker|SQL|GraphQL,4,1016000.0,2024,No
Backend Developer,Flipkart,Chennai,8+ yrs,SQL|Python|Docker|Git|REST APIs|Node.js|Redis|PostgreSQL,8,1805000.0,2022,Yes
DevOps Engineer,Paytm,Delhi NCR,5-8 yrs,Linux|Docker|Kubernetes|AWS,4,2094000.0,2023,No
Machine Learning Engineer,Zomato,Remote,0-2 yrs,Python|MLOps|Docker|Deep Learning|AWS|GCP|Scala,7,1534000.0,2024,Yes
Cloud Architect,Zoho,Pune,2-5 yrs,Terraform|Kubernetes|GCP|AWS|Networking|CI/CD,6,2213000.0,2023,Yes
Product Manager,Freshworks,Ahmedabad,5-8 yrs,Stakeholder Management|Product Strategy|Data Analysis|Roadmapping|A/B Testing|User Research|Jira,7,2365000.0,2024,No
DevOps Engineer,Swiggy,Delhi NCR,2-5 yrs,Linux|AWS|CI/CD|Ansible|Azure|Terraform,6,1696000.0,2022,Yes
Frontend Developer,Adobe,Hyderabad,5-8 yrs,TypeScript|Git|HTML/CSS|JavaScript|React|Vue.js,6,1655000.0,2024,No
DevOps Engineer,Razorpay,Pune,8+ yrs,Linux|Docker|AWS,3,2818000.0,2024,No
DevOps Engineer,Capgemini,Kolkata,5-8 yrs,Docker|AWS|Kubernetes|Terraform|Ansible|Python,6,2196000.0,2023,No
Cloud Architect,Amazon,Remote,0-2 yrs,Networking|Kubernetes|Azure|Terraform|GCP|CI/CD,6,1501000.0,2022,Yes
UI/UX Designer,Razorpay,Pune,0-2 yrs,User Research|Figma|Wireframing|Adobe XD|Motion Design|Accessibility,6,678000.0,2022,Yes
NLP Engineer,Adobe,Remote,0-2 yrs,Python|Machine Learning|NLP|GPT|Spark|Hugging Face,6,1351000.0,2022,Yes
DevOps Engineer,Infosys,Chennai,2-5 yrs,Docker|AWS|Kubernetes|Terraform,4,1794000.0,2023,Yes
Cybersecurity Analyst,Infosys,Hyderabad,0-2 yrs,Linux|Network Security|SIEM|Penetration Testing|Python|Incident Response,6,1021000.0,2022,Yes
Product Manager,Swiggy,Hyderabad,8+ yrs,Product Strategy|Data Analysis|Agile|Jira,4,2395000.0,2024,No
Data Scientist,Paytm,Ahmedabad,8+ yrs,Statistics|Data Visualization|Python,3,2140000.0,2022,No
Frontend Developer,Flipkart,Remote,8+ yrs,HTML/CSS|JavaScript|Git|React|TypeScript|Next.js,6,1860000.0,2024,Yes
NLP Engineer,Adobe,Ahmedabad,5-8 yrs,Python|Transformers|NLP|AWS|BERT,5,2355000.0,2024,Yes
Backend Developer,Zoho,Hyderabad,0-2 yrs,Docker|REST APIs|SQL|Python|Node.js,5,808000.0,2023,No
Backend Developer,PhonePe,Delhi NCR,2-5 yrs,REST APIs|Docker|SQL|Git|Python,5,1267000.0,2022,No
Cybersecurity Analyst,Google,Delhi NCR,5-8 yrs,Python|Linux|Network Security|SIEM|Penetration Testing|Ethical Hacking|Compliance,7,1936000.0,2024,Yes
Data Analyst,Amazon,Delhi NCR,8+ yrs,Excel|Python|SQL|Power BI,4,1782000.0,2022,Yes
Product Manager,Swiggy,Ahmedabad,0-2 yrs,Agile|Stakeholder Management|Roadmapping|Product Strategy|Figma,5,1125000.0,2023,No
Cybersecurity Analyst,TCS,Ahmedabad,2-5 yrs,Penetration Testing|SIEM|Network Security|Compliance|Forensics,5,1297000.0,2024,No
Machine Learning Engineer,Google,Kolkata,8+ yrs,Deep Learning|Machine Learning|Docker|Python,4,2961000.0,2023,No
Cloud Architect,PhonePe,Remote,5-8 yrs,AWS|GCP|Azure|Terraform|Kubernetes|CI/CD|Linux|Docker,8,2529000.0,2024,Yes
NLP Engineer,OLA,Kolkata,5-8 yrs,Deep Learning|Transformers|NLP|Machine Learning|AWS|Hugging Face|BERT,7,2662000.0,2022,No
UI/UX Designer,Paytm,Kolkata,2-5 yrs,HTML/CSS|Prototyping|Wireframing|User Research|Adobe XD|Usability Testing,6,1057000.0,2024,Yes
Backend Developer,Microsoft,Chennai,8+ yrs,REST APIs|SQL|Docker|Git|Python,5,1972000.0,2024,Yes
Data Scientist,Amazon,Kolkata,0-2 yrs,Data Visualization|Machine Learning|SQL|Python,4,1197000.0,2023,No
Product Manager,Freshworks,Pune,8+ yrs,Product Strategy|Stakeholder Management|Data Analysis|Agile|Roadmapping|A/B Testing|Jira|Figma,8,2770000.0,2023,Yes
Machine Learning Engineer,Google,Hyderabad,8+ yrs,Docker|MLOps|Deep Learning|GCP|Spark|Kubernetes,6,2872000.0,2022,Yes
Backend Developer,Razorpay,Remote,8+ yrs,Git|REST APIs|Python|Go|Node.js|AWS,6,2380000.0,2022,Yes
Frontend Developer,BYJU'S,Hyderabad,8+ yrs,JavaScript|HTML/CSS|Git|React|TypeScript|Figma,6,1680000.0,2022,Yes
Cloud Architect,Adobe,Hyderabad,8+ yrs,GCP|AWS|Terraform,3,3403000.0,2024,Yes
DevOps Engineer,OLA,Ahmedabad,5-8 yrs,CI/CD|AWS|Linux|Kubernetes|Python|Ansible|Monitoring,7,2193000.0,2023,Yes
Full Stack Developer,Flipkart,Bengaluru,5-8 yrs,Git|React|JavaScript|Node.js|TypeScript|MongoDB|GraphQL,7,2180000.0,2023,No
Product Manager,Adobe,Delhi NCR,8+ yrs,Product Strategy|Data Analysis|Stakeholder Management|A/B Testing|User Research,5,2866000.0,2024,Yes
Full Stack Developer,OLA,Hyderabad,8+ yrs,Node.js|Docker|React|Git|JavaScript|Next.js|TypeScript|GraphQL,8,2420000.0,2022,No
Cybersecurity Analyst,Razorpay,Ahmedabad,8+ yrs,SIEM|Linux|Network Security|Ethical Hacking|Forensics|Incident Response,6,2491000.0,2022,No
NLP Engineer,Razorpay,Chennai,0-2 yrs,NLP|Deep Learning|Transformers|Machine Learning|Hugging Face|BERT,6,1496000.0,2024,No
Data Analyst,Infosys,Hyderabad,5-8 yrs,Statistics|Python|Data Visualization|Excel|SQL|Power BI|Google Analytics,7,1022000.0,2022,Yes
Data Analyst,Capgemini,Delhi NCR,5-8 yrs,Python|Data Visualization|SQL|Excel|Statistics,5,1268000.0,2022,Yes
DevOps Engineer,Accenture,Chennai,8+ yrs,AWS|Kubernetes|Docker|Linux|CI/CD|Azure,6,3014000.0,2023,Yes
Frontend Developer,OLA,Ahmedabad,2-5 yrs,React|JavaScript|HTML/CSS|Figma|Webpack,5,1128000.0,2024,Yes
Frontend Developer,Salesforce,Delhi NCR,8+ yrs,TypeScript|JavaScript|React|Git|Next.js|Webpack,6,2225000.0,2022,No
NLP Engineer,Wipro,Mumbai,8+ yrs,Deep Learning|Transformers|Machine Learning|Spark|GPT|BERT,6,3238000.0,2023,No
NLP Engineer,IBM,Remote,2-5 yrs,NLP|Deep Learning|Transformers|Python,4,1951000.0,2024,Yes
Frontend Developer,Salesforce,Mumbai,8+ yrs,TypeScript|Git|React|JavaScript|HTML/CSS|Next.js,6,2330000.0,2024,Yes
Full Stack Developer,Adobe,Mumbai,0-2 yrs,Git|React|JavaScript|SQL|MongoDB|GraphQL|TypeScript,7,1269000.0,2024,No
UI/UX Designer,Zomato,Kolkata,8+ yrs,Figma|User Research|Prototyping,3,1608000.0,2024,Yes
Cybersecurity Analyst,IBM,Hyderabad,8+ yrs,Python|Penetration Testing|Linux|Network Security|AWS Security|Forensics|Compliance,7,2031000.0,2024,Yes
Data Scientist,TCS,Hyderabad,8+ yrs,SQL|Data Visualization|Statistics|Machine Learning|Python|Tableau,6,2190000.0,2023,Yes
NLP Engineer,PhonePe,Bengaluru,2-5 yrs,Python|Machine Learning|Transformers|Deep Learning|BERT|AWS|Hugging Face,7,2006000.0,2022,Yes
Machine Learning Engineer,Salesforce,Mumbai,2-5 yrs,Python|Docker|MLOps|Scala|GCP,5,1943000.0,2023,Yes
Backend Developer,Microsoft,Remote,5-8 yrs,REST APIs|Docker|SQL|Git|Redis|Kubernetes|Go,7,1767000.0,2024,Yes
Data Scientist,Microsoft,Delhi NCR,2-5 yrs,Machine Learning|Data Visualization|Statistics|Tableau|NLP,5,1595000.0,2024,No
Data Analyst,TCS,Kolkata,5-8 yrs,Statistics|Python|SQL|Excel|Data Visualization|Power BI,6,1191000.0,2022,No
Cybersecurity Analyst,IBM,Chennai,2-5 yrs,Penetration Testing|Linux|SIEM|Python|Network Security|AWS Security,6,1544000.0,2022,Yes
Frontend Developer,Meesho,Hyderabad,0-2 yrs,JavaScript|HTML/CSS|TypeScript|Git|React|Figma|Webpack|Vue.js,8,952000.0,2022,No
Data Scientist,PhonePe,Delhi NCR,0-2 yrs,Python|Machine Learning|Statistics|SQL,4,1254000.0,2022,No
NLP Engineer,Meesho,Pune,5-8 yrs,Python|NLP|Transformers|Deep Learning|Machine Learning,5,2228000.0,2024,No
Cloud Architect,TCS,Bengaluru,2-5 yrs,Networking|Azure|Terraform|Kubernetes|GCP|Docker,6,2871000.0,2023,Yes
Cybersecurity Analyst,IBM,Ahmedabad,8+ yrs,Python|Penetration Testing|SIEM|Incident Response|Forensics|Ethical Hacking,6,2348000.0,2024,Yes
Frontend Developer,Wipro,Kolkata,0-2 yrs,JavaScript|Git|HTML/CSS|TypeScript,4,974000.0,2022,Yes
Data Analyst,Meesho,Ahmedabad,5-8 yrs,Python|Excel|Statistics|Google Analytics|R|Tableau,6,1138000.0,2024,Yes
NLP Engineer,IBM,Kolkata,0-2 yrs,NLP|Python|Deep Learning|Machine Learning|Transformers|AWS|BERT,7,1162000.0,2023,Yes
Product Manager,Microsoft,Kolkata,5-8 yrs,Agile|Data Analysis|Product Strategy|Stakeholder Management|Jira|SQL|Figma,7,2062000.0,2023,No
Backend Developer,Capgemini,Kolkata,0-2 yrs,Git|Python|REST APIs|Redis|PostgreSQL,5,783000.0,2022,No
Full Stack Developer,Deloitte,Hyderabad,5-8 yrs,Git|React|SQL|MongoDB|TypeScript,5,1614000.0,2023,Yes
Data Analyst,Swiggy,Hyderabad,2-5 yrs,Excel|Data Visualization|SQL|Python,4,840000.0,2023,No
DevOps Engineer,Meesho,Pune,2-5 yrs,Linux|Kubernetes|Docker|Python|GCP|Terraform,6,1464000.0,2024,Yes
Data Analyst,Wipro,Bengaluru,2-5 yrs,Statistics|Data Visualization|SQL|Power BI|R|Tableau,6,1151000.0,2023,Yes
DevOps Engineer,Meesho,Ahmedabad,8+ yrs,CI/CD|Linux|AWS|Kubernetes|Docker|Terraform,6,3111000.0,2022,Yes
Machine Learning Engineer,Nykaa,Bengaluru,5-8 yrs,Python|Deep Learning|Machine Learning|Docker|MLOps|Spark,6,2540000.0,2023,Yes
UI/UX Designer,Capgemini,Remote,2-5 yrs,Wireframing|Figma|User Research|Sketch,4,975000.0,2023,Yes
Backend Developer,IBM,Hyderabad,8+ yrs,REST APIs|Git|Python|SQL|Docker|PostgreSQL,6,1813000.0,2022,Yes
DevOps Engineer,Zoho,Delhi NCR,0-2 yrs,Linux|AWS|CI/CD,3,1199000.0,2022,Yes
Full Stack Developer,OLA,Bengaluru,8+ yrs,Git|JavaScript|Node.js|Docker|React|MongoDB|Next.js|AWS,8,2790000.0,2022,Yes
Data Scientist,Microsoft,Chennai,0-2 yrs,SQL|Statistics|Data Visualization|Deep Learning|R,5,960000.0,2023,No
Full Stack Developer,Flipkart,Hyderabad,5-8 yrs,Git|Docker|React|SQL|Node.js,5,2022000.0,2023,No
Backend Developer,Paytm,Kolkata,5-8 yrs,REST APIs|Python|Docker,3,1710000.0,2024,Yes
Backend Developer,Flipkart,Hyderabad,8+ yrs,SQL|Docker|Python|Git|REST APIs|Go|AWS,7,2092000.0,2024,No
Product Manager,Deloitte,Ahmedabad,5-8 yrs,Roadmapping|Product Strategy|Agile|Data Analysis|Stakeholder Management,5,1962000.0,2023,Yes
Frontend Developer,Freshworks,Bengaluru,0-2 yrs,TypeScript|Git|HTML/CSS|JavaScript|React|GraphQL,6,999000.0,2023,No
UI/UX Designer,Paytm,Mumbai,5-8 yrs,HTML/CSS|User Research|Wireframing|Adobe XD,4,1588000.0,2023,No
Frontend Developer,Wipro,Pune,2-5 yrs,React|Git|JavaScript|HTML/CSS|TypeScript,5,950000.0,2022,No
Machine Learning Engineer,Microsoft,Delhi NCR,5-8 yrs,Python|Deep Learning|MLOps,3,2804000.0,2022,No
NLP Engineer,Swiggy,Pune,2-5 yrs,Python|Deep Learning|Machine Learning|NLP,4,1550000.0,2022,Yes
NLP Engineer,Salesforce,Pune,8+ yrs,Transformers|NLP|Machine Learning|Deep Learning|Python|AWS,6,3185000.0,2023,Yes
Cloud Architect,Capgemini,Kolkata,2-5 yrs,Kubernetes|AWS|Networking|Terraform|Cost Optimization,5,2012000.0,2022,Yes
UI/UX Designer,Capgemini,Mumbai,8+ yrs,Figma|Wireframing|HTML/CSS|Prototyping|User Research|Accessibility|Sketch,7,1456000.0,2022,No
Cybersecurity Analyst,Flipkart,Remote,8+ yrs,SIEM|Network Security|Linux,3,2240000.0,2022,Yes
Data Scientist,Zomato,Delhi NCR,0-2 yrs,Machine Learning|Python|SQL|Deep Learning|Tableau,5,1261000.0,2024,Yes
Backend Developer,OLA,Ahmedabad,2-5 yrs,SQL|Docker|Python|Go|Node.js,5,1248000.0,2023,Yes
Data Scientist,Flipkart,Remote,0-2 yrs,Data Visualization|SQL|Python|Statistics,4,1228000.0,2022,Yes
Backend Developer,PhonePe,Mumbai,8+ yrs,REST APIs|Docker|SQL|Python|PostgreSQL|Go,6,2695000.0,2023,No
Data Analyst,Flipkart,Chennai,5-8 yrs,Python|Excel|SQL,3,1148000.0,2023,Yes
Cybersecurity Analyst,Zomato,Pune,8+ yrs,Python|Network Security|Linux|SIEM|Penetration Testing|Incident Response|AWS Security,7,2562000.0,2022,Yes
Full Stack Developer,PhonePe,Ahmedabad,2-5 yrs,JavaScript|Git|SQL|Node.js|React|AWS|TypeScript|Next.js,8,1618000.0,2022,No
Full Stack Developer,OLA,Kolkata,5-8 yrs,Docker|Node.js|React|Git|AWS|GraphQL|Next.js,7,1900000.0,2024,No
Product Manager,PhonePe,Hyderabad,2-5 yrs,Stakeholder Management|Agile|Data Analysis|Product Strategy|Roadmapping|A/B Testing|SQL|User Research,8,1917000.0,2022,No
Product Manager,Zomato,Hyderabad,8+ yrs,Data Analysis|Agile|Roadmapping|User Research|Jira,5,3199000.0,2024,No
Backend Developer,Infosys,Bengaluru,2-5 yrs,Python|REST APIs|Docker|Git|SQL|Kubernetes,6,1106000.0,2024,Yes
Cloud Architect,Google,Mumbai,2-5 yrs,AWS|Azure|Networking|Kubernetes|Linux,5,2740000.0,2022,No
NLP Engineer,Capgemini,Remote,2-5 yrs,Transformers|Machine Learning|Deep Learning|NLP|Python|Hugging Face|GPT,7,1511000.0,2022,Yes
Cybersecurity Analyst,Zoho,Mumbai,0-2 yrs,Network Security|Penetration Testing|Linux|Python|SIEM|Forensics,6,1121000.0,2023,Yes
Frontend Developer,Nykaa,Kolkata,0-2 yrs,TypeScript|JavaScript|Git|GraphQL,4,754000.0,2024,Yes
NLP Engineer,OLA,Chennai,8+ yrs,Transformers|NLP|Python|Machine Learning|Deep Learning|BERT|GPT|Hugging Face,8,2637000.0,2023,No
Data Scientist,Wipro,Mumbai,2-5 yrs,Python|Machine Learning|Statistics|Data Visualization|SQL,5,1372000.0,2022,Yes
